OrderID,OrderDate,Product,Category,Quantity,UnitPrice,TotalAmount,Region
1094,2023-01-04,Coke,Beverage,2,269,538,East
1095,2023-01-04,Pizza,Food,1,161,161,South
1096,2023-01-04,Coke,Beverage,1,233,233,West
1097,2023-01-04,Burger,Food,4,127,508,South
1098,2023-01-04,Fries,Food,4,143,572,North
1099,2023-01-04,Juice,Beverage,4,385,1540,East
1100,2023-01-04,Juice,Beverage,2,430,860,West
1101,2023-01-04,Pizza,Food,4,447,1788,West
1102,2023-01-04,Juice,Beverage,1,330,330,North
1103,2023-01-04,Burger,Food,2,324,648,North
1104,2023-01-04,Pizza,Food,1,476,476,North
1105,2023-01-04,Pepsi,Beverage,3,220,660,South
1106,2023-01-04,Pizza,Food,4,332,1328,South
1107,2023-01-04,Sandwich,Food,3,458,1374,South
1108,2023-01-04,Pepsi,Beverage,2,236,472,East
1109,2023-01-04,Sandwich,Food,2,264,528,South
1110,2023-01-04,Coke,Beverage,1,406,406,East
1111,2023-01-04,Pizza,Food,2,271,542,North
1112,2023-01-04,Pizza,Food,4,414,1656,West
1113,2023-01-04,Burger,Food,2,259,518,South
1114,2023-01-04,Pizza,Food,4,332,1328,North
1115,2023-01-04,Sandwich,Food,4,212,848,South
1116,2023-01-04,Pepsi,Beverage,2,151,302,South
1117,2023-01-04,Fries,Food,4,394,1576,West
1118,2023-01-05,Pizza,Food,3,212,636,South
1119,2023-01-05,Pepsi,Beverage,1,212,212,East
1120,2023-01-05,Pepsi,Beverage,4,180,720,South
1121,2023-01-05,Sandwich,Food,3,212,636,South
1122,2023-01-05,Pasta,Food,2,229,458,South
1123,2023-01-05,Coke,Beverage,4,153,612,West
1124,2023-01-05,Coke,Beverage,3,323,969,East
1125,2023-01-05,Juice,Beverage,1,484,484,West
1126,2023-01-05,Juice,Beverage,3,225,675,East
1127,2023-01-05,Pepsi,Beverage,2,152,304,West
1128,2023-01-05,Pizza,Food,4,317,1268,South
1129,2023-01-05,Sandwich,Food,4,297,1188,North
1130,2023-01-05,Fries,Food,4,346,1384,West
1131,2023-01-05,Fries,Food,4,302,1208,West
1132,2023-01-05,Pizza,Food,4,222,888,East
1133,2023-01-05,Sandwich,Food,1,354,354,East
1134,2023-01-05,Pepsi,Beverage,2,379,758,East
1135,2023-01-05,Coke,Beverage,1,471,471,East
1136,2023-01-05,Pasta,Food,2,297,594,South
1137,2023-01-05,Juice,Beverage,2,494,988,South
1138,2023-01-05,Pizza,Food,3,339,1017,West
1139,2023-01-06,Pizza,Food,1,300,300,South
1140,2023-01-06,Pasta,Food,4,286,1144,North
1141,2023-01-06,Fries,Food,2,448,896,East
1142,2023-01-06,Coke,Beverage,3,247,741,West
1143,2023-01-06,Sandwich,Food,4,445,1780,North
1144,2023-01-06,Pepsi,Beverage,3,246,738,North
1145,2023-01-06,Coke,Beverage,4,451,1804,East
1146,2023-01-06,Coke,Beverage,3,407,1221,East
1147,2023-01-06,Pizza,Food,1,227,227,East
1148,2023-01-06,Pizza,Food,3,437,1311,North
1149,2023-01-06,Pizza,Food,4,228,912,North
1150,2023-01-06,Pasta,Food,3,250,750,North
1151,2023-01-06,Pasta,Food,3,397,1191,West
1152,2023-01-06,Fries,Food,3,362,1086,North
1153,2023-01-06,Pepsi,Beverage,4,243,972,North
1154,2023-01-06,Juice,Beverage,2,211,422,South
1155,2023-01-06,Juice,Beverage,1,159,159,East
1156,2023-01-06,Pasta,Food,1,101,101,East
1157,2023-01-06,Pasta,Food,1,403,403,West
1158,2023-01-06,Coke,Beverage,2,239,478,North
1159,2023-01-06,Burger,Food,1,136,136,North
1160,2023-01-06,Pepsi,Beverage,4,108,432,North
1161,2023-01-06,Fries,Food,1,198,198,South
1162,2023-01-06,Pasta,Food,3,403,1209,East
1163,2023-01-06,Pasta,Food,4,230,920,North
1164,2023-01-06,Juice,Beverage,4,251,1004,South
1165,2023-01-06,Pasta,Food,2,219,438,South
1166,2023-01-06,Juice,Beverage,1,215,215,West
1167,2023-01-06,Pepsi,Beverage,3,212,636,East
1168,2023-01-06,Pepsi,Beverage,4,203,812,North
1169,2023-01-06,Sandwich,Food,4,353,1412,South
1170,2023-01-06,Juice,Beverage,3,211,633,South
1171,2023-01-06,Sandwich,Food,2,198,396,North
1172,2023-01-06,Coke,Beverage,1,448,448,East
1173,2023-01-06,Sandwich,Food,2,483,966,South
1174,2023-01-07,Pepsi,Beverage,2,293,586,East
1175,2023-01-07,Burger,Food,2,262,524,East
1176,2023-01-07,Pepsi,Beverage,4,268,1072,East
1177,2023-01-07,Pizza,Food,4,260,1040,North
1178,2023-01-07,Pasta,Food,4,388,1552,East
1179,2023-01-07,Fries,Food,2,376,752,South
1180,2023-01-07,Pizza,Food,4,483,1932,West
1181,2023-01-07,Pasta,Food,4,234,936,South
1182,2023-01-07,Fries,Food,3,227,681,East
1183,2023-01-07,Burger,Food,1,275,275,East
1184,2023-01-07,Fries,Food,4,470,1880,South
1185,2023-01-07,Sandwich,Food,2,474,948,East
1186,2023-01-07,Pepsi,Beverage,2,337,674,South
1187,2023-01-07,Sandwich,Food,2,137,274,West
1188,2023-01-07,Fries,Food,2,464,928,North
1189,2023-01-07,Pasta,Food,3,363,1089,East
1190,2023-01-07,Fries,Food,3,126,378,North
1191,2023-01-07,Sandwich,Food,2,376,752,South
1192,2023-01-07,Fries,Food,2,196,392,West
1193,2023-01-07,Sandwich,Food,4,466,1864,North
1194,2023-01-07,Juice,Beverage,4,416,1664,North
1195,2023-01-07,Juice,Beverage,4,246,984,South
1196,2023-01-07,Pepsi,Beverage,4,134,536,East
1197,2023-01-07,Sandwich,Food,4,148,592,East
1198,2023-01-07,Pizza,Food,4,116,464,South
1199,2023-01-07,Coke,Beverage,4,319,1276,East
1200,2023-01-07,Pepsi,Beverage,2,145,290,East
1201,2023-01-07,Pepsi,Beverage,1,105,105,West
1202,2023-01-07,Sandwich,Food,3,479,1437,South
1203,2023-01-07,Sandwich,Food,1,136,136,East
1204,2023-01-07,Fries,Food,4,448,1792,South
1205,2023-01-07,Fries,Food,1,401,401,East
1206,2023-01-07,Juice,Beverage,1,194,194,North
1207,2023-01-08,Pepsi,Beverage,4,215,860,South
1208,2023-01-08,Fries,Food,3,352,1056,West
1209,2023-01-08,Juice,Beverage,1,260,260,West
1210,2023-01-08,Fries,Food,4,422,1688,East
1211,2023-01-08,Juice,Beverage,4,117,468,North
1212,2023-01-08,Burger,Food,1,322,322,South
1213,2023-01-08,Pasta,Food,2,157,314,South
1214,2023-01-08,Burger,Food,3,459,1377,North
1215,2023-01-08,Coke,Beverage,2,379,758,East
1216,2023-01-08,Pepsi,Beverage,2,387,774,West
1217,2023-01-08,Pasta,Food,3,441,1323,West
1218,2023-01-08,Sandwich,Food,3,226,678,East
1219,2023-01-08,Pepsi,Beverage,3,485,1455,West
1220,2023-01-08,Pepsi,Beverage,2,372,744,West
1221,2023-01-08,Pepsi,Beverage,4,492,1968,South
1222,2023-01-08,Sandwich,Food,3,345,1035,East
1223,2023-01-08,Pepsi,Beverage,4,138,552,West
1224,2023-01-08,Juice,Beverage,1,269,269,East
1225,2023-01-08,Juice,Beverage,3,125,375,South
1226,2023-01-08,Pasta,Food,3,405,1215,West
1227,2023-01-08,Fries,Food,1,112,112,North
1228,2023-01-08,Juice,Beverage,4,490,1960,West
1229,2023-01-09,Sandwich,Food,4,272,1088,North
1230,2023-01-09,Pasta,Food,4,420,1680,East
1231,2023-01-09,Fries,Food,4,499,1996,East
1232,2023-01-09,Fries,Food,2,470,940,East
1233,2023-01-09,Coke,Beverage,3,242,726,West
1234,2023-01-09,Pasta,Food,4,453,1812,South
1235,2023-01-09,Pepsi,Beverage,2,387,774,East
1236,2023-01-09,Fries,Food,3,441,1323,East
1237,2023-01-09,Pasta,Food,3,252,756,South
1238,2023-01-09,Coke,Beverage,2,162,324,North
1239,2023-01-09,Pizza,Food,2,224,448,East
1240,2023-01-09,Pepsi,Beverage,2,413,826,North
1241,2023-01-09,Burger,Food,2,441,882,South
1242,2023-01-09,Fries,Food,1,279,279,North
1243,2023-01-09,Fries,Food,2,425,850,West
1244,2023-01-09,Coke,Beverage,3,153,459,East
1245,2023-01-09,Pizza,Food,3,200,600,South
1246,2023-01-09,Juice,Beverage,1,363,363,South
1247,2023-01-09,Burger,Food,1,159,159,South
1248,2023-01-09,Burger,Food,4,207,828,South
1249,2023-01-09,Pasta,Food,1,202,202,West
1250,2023-01-09,Coke,Beverage,4,361,1444,North
1251,2023-01-09,Coke,Beverage,1,471,471,South
1252,2023-01-09,Burger,Food,2,146,292,East
1253,2023-01-09,Burger,Food,3,410,1230,East
1254,2023-01-09,Pizza,Food,4,407,1628,North
1255,2023-01-09,Pasta,Food,4,368,1472,South
1256,2023-01-09,Pasta,Food,2,223,446,South
1257,2023-01-09,Sandwich,Food,2,257,514,North
1258,2023-01-09,Juice,Beverage,3,244,732,North
1259,2023-01-09,Sandwich,Food,4,418,1672,South
1260,2023-01-09,Burger,Food,3,191,573,North
1261,2023-01-09,Fries,Food,2,445,890,South
1262,2023-01-09,Pasta,Food,1,216,216,South
1263,2023-01-09,Sandwich,Food,2,378,756,West
1264,2023-01-09,Fries,Food,3,492,1476,North
1265,2023-01-09,Pizza,Food,4,228,912,South
1266,2023-01-09,Pasta,Food,2,221,442,North
1267,2023-01-09,Coke,Beverage,1,338,338,East
1268,2023-01-09,Pasta,Food,2,195,390,North
1269,2023-01-09,Coke,Beverage,2,217,434,West
1270,2023-01-09,Coke,Beverage,4,188,752,South
1271,2023-01-09,Juice,Beverage,4,336,1344,South
1272,2023-01-09,Pasta,Food,1,484,484,South
1273,2023-01-10,Burger,Food,1,291,291,West
1274,2023-01-10,Juice,Beverage,3,168,504,South
1275,2023-01-10,Coke,Beverage,2,448,896,East
1276,2023-01-10,Coke,Beverage,3,175,525,East
1277,2023-01-10,Coke,Beverage,2,243,486,West
1278,2023-01-10,Pasta,Food,3,185,555,North
1279,2023-01-10,Pepsi,Beverage,1,384,384,East
1280,2023-01-10,Pepsi,Beverage,2,319,638,West
1281,2023-01-10,Fries,Food,1,146,146,South
1282,2023-01-10,Pizza,Food,1,193,193,East
1283,2023-01-10,Burger,Food,2,303,606,East
1284,2023-01-10,Pasta,Food,4,317,1268,South
1285,2023-01-10,Sandwich,Food,2,440,880,West
1286,2023-01-10,Pizza,Food,3,199,597,North
1287,2023-01-10,Juice,Beverage,1,353,353,South
1288,2023-01-10,Pepsi,Beverage,2,456,912,North
1289,2023-01-10,Juice,Beverage,3,349,1047,West
1290,2023-01-10,Juice,Beverage,2,345,690,South
1291,2023-01-10,Juice,Beverage,1,199,199,North
1292,2023-01-10,Burger,Food,2,279,558,West
1293,2023-01-10,Sandwich,Food,3,493,1479,South
1294,2023-01-10,Pasta,Food,2,246,492,North
1295,2023-01-10,Fries,Food,2,195,390,West
1296,2023-01-10,Coke,Beverage,1,424,424,West
1297,2023-01-10,Pepsi,Beverage,1,103,103,East
1298,2023-01-10,Fries,Food,4,379,1516,West
1299,2023-01-10,Burger,Food,4,346,1384,West
1300,2023-01-10,Pepsi,Beverage,2,483,966,East
1301,2023-01-10,Pepsi,Beverage,4,439,1756,East
1302,2023-01-10,Pizza,Food,4,495,1980,East
1303,2023-01-10,Pasta,Food,2,262,524,East
1304,2023-01-10,Sandwich,Food,4,132,528,West
1305,2023-01-10,Pasta,Food,1,278,278,West
1306,2023-01-10,Pizza,Food,3,200,600,North
1307,2023-01-10,Pepsi,Beverage,4,422,1688,North
1308,2023-01-11,Pasta,Food,1,267,267,East
1309,2023-01-11,Juice,Beverage,2,142,284,North
1310,2023-01-11,Pasta,Food,4,384,1536,East
1311,2023-01-11,Pepsi,Beverage,1,111,111,East
1312,2023-01-11,Fries,Food,3,401,1203,North
1313,2023-01-11,Burger,Food,2,352,704,East
1314,2023-01-11,Burger,Food,3,341,1023,North
1315,2023-01-11,Sandwich,Food,3,314,942,North
1316,2023-01-11,Coke,Beverage,1,189,189,South
1317,2023-01-11,Pepsi,Beverage,4,192,768,South
1318,2023-01-11,Sandwich,Food,2,189,378,West
1319,2023-01-11,Pepsi,Beverage,2,214,428,North
1320,2023-01-11,Juice,Beverage,1,490,490,West
1321,2023-01-11,Coke,Beverage,4,413,1652,West
1322,2023-01-11,Pizza,Food,1,213,213,South
1323,2023-01-11,Burger,Food,1,174,174,East
1324,2023-01-11,Pepsi,Beverage,1,475,475,North
1325,2023-01-11,Coke,Beverage,4,316,1264,North
1326,2023-01-11,Pepsi,Beverage,1,348,348,South
1327,2023-01-11,Sandwich,Food,4,493,1972,East
1328,2023-01-12,Pizza,Food,1,291,291,East
1329,2023-01-12,Coke,Beverage,3,276,828,East
1330,2023-01-12,Juice,Beverage,3,135,405,South
1331,2023-01-12,Burger,Food,2,195,390,East
1332,2023-01-12,Fries,Food,4,250,1000,South
1333,2023-01-12,Fries,Food,2,323,646,South
1334,2023-01-12,Coke,Beverage,1,367,367,East
1335,2023-01-12,Juice,Beverage,1,282,282,North
1336,2023-01-12,Pasta,Food,1,378,378,North
1337,2023-01-12,Juice,Beverage,1,454,454,West
1338,2023-01-12,Sandwich,Food,1,385,385,South
1339,2023-01-12,Pepsi,Beverage,1,468,468,West
1340,2023-01-12,Pizza,Food,2,183,366,North
1341,2023-01-12,Coke,Beverage,4,316,1264,West
1342,2023-01-12,Burger,Food,2,496,992,North
1343,2023-01-12,Pasta,Food,3,118,354,East
1344,2023-01-12,Coke,Beverage,1,199,199,South
1345,2023-01-12,Coke,Beverage,4,332,1328,West
1346,2023-01-12,Fries,Food,3,175,525,South
1347,2023-01-12,Pepsi,Beverage,1,383,383,South
1348,2023-01-12,Pizza,Food,2,322,644,East
1349,2023-01-12,Fries,Food,4,151,604,North
1350,2023-01-12,Pepsi,Beverage,3,466,1398,East
1351,2023-01-12,Pizza,Food,4,472,1888,West
1352,2023-01-13,Fries,Food,3,495,1485,West
1353,2023-01-13,Juice,Beverage,1,478,478,West
1354,2023-01-13,Sandwich,Food,1,152,152,East
1355,2023-01-13,Pasta,Food,3,243,729,West
1356,2023-01-13,Fries,Food,1,138,138,East
1357,2023-01-13,Coke,Beverage,1,280,280,East
1358,2023-01-13,Coke,Beverage,2,285,570,East
1359,2023-01-13,Sandwich,Food,3,497,1491,South
1360,2023-01-13,Coke,Beverage,3,221,663,North
1361,2023-01-13,Burger,Food,1,262,262,West
1362,2023-01-13,Coke,Beverage,3,320,960,East
1363,2023-01-13,Burger,Food,3,430,1290,East
1364,2023-01-13,Pizza,Food,2,338,676,West
1365,2023-01-13,Pepsi,Beverage,4,108,432,North
1366,2023-01-13,Coke,Beverage,2,352,704,East
1367,2023-01-13,Juice,Beverage,2,106,212,South
1368,2023-01-13,Burger,Food,2,240,480,North
1369,2023-01-13,Burger,Food,4,269,1076,West
1370,2023-01-13,Burger,Food,1,382,382,East
1371,2023-01-13,Juice,Beverage,2,293,586,West
1372,2023-01-13,Fries,Food,1,128,128,East
1373,2023-01-13,Burger,Food,1,438,438,West
1374,2023-01-13,Fries,Food,4,464,1856,East
1375,2023-01-13,Pasta,Food,1,441,441,South
1376,2023-01-14,Pasta,Food,1,426,426,East
1377,2023-01-14,Coke,Beverage,1,400,400,South
1378,2023-01-14,Pizza,Food,4,391,1564,West
1379,2023-01-14,Coke,Beverage,2,351,702,East
1380,2023-01-14,Pepsi,Beverage,3,374,1122,East
1381,2023-01-14,Fries,Food,1,463,463,West
1382,2023-01-14,Pizza,Food,2,266,532,East
1383,2023-01-14,Fries,Food,3,301,903,South
1384,2023-01-14,Juice,Beverage,2,118,236,North
1385,2023-01-14,Burger,Food,3,225,675,North
1386,2023-01-14,Sandwich,Food,3,272,816,West
1387,2023-01-14,Coke,Beverage,1,341,341,East
1388,2023-01-14,Pepsi,Beverage,4,225,900,South
1389,2023-01-14,Fries,Food,2,247,494,South
1390,2023-01-14,Fries,Food,4,416,1664,East
1391,2023-01-14,Fries,Food,3,460,1380,North
1392,2023-01-14,Fries,Food,3,100,300,East
1393,2023-01-14,Sandwich,Food,3,447,1341,North
1394,2023-01-14,Pizza,Food,2,290,580,East
1395,2023-01-14,Pepsi,Beverage,4,468,1872,East
1396,2023-01-14,Coke,Beverage,1,411,411,South
1397,2023-01-14,Fries,Food,1,216,216,West
1398,2023-01-14,Pasta,Food,2,157,314,West
1399,2023-01-14,Pizza,Food,4,272,1088,East
1400,2023-01-14,Pepsi,Beverage,4,272,1088,South
1401,2023-01-14,Sandwich,Food,1,402,402,West
1402,2023-01-14,Juice,Beverage,1,179,179,East
1403,2023-01-14,Coke,Beverage,2,312,624,East
1404,2023-01-14,Pasta,Food,3,351,1053,South
1405,2023-01-14,Pasta,Food,1,263,263,East
1406,2023-01-14,Pasta,Food,3,246,738,West
1407,2023-01-14,Juice,Beverage,4,146,584,South
1408,2023-01-14,Pizza,Food,1,404,404,North
1409,2023-01-14,Burger,Food,2,242,484,East
1410,2023-01-14,Pepsi,Beverage,3,100,300,East
1411,2023-01-14,Fries,Food,1,153,153,East
1412,2023-01-14,Pasta,Food,2,358,716,South
1413,2023-01-14,Coke,Beverage,4,111,444,North
1414,2023-01-14,Pasta,Food,2,323,646,North
1415,2023-01-15,Pizza,Food,4,457,1828,South
1416,2023-01-15,Fries,Food,4,255,1020,South
1417,2023-01-15,Juice,Beverage,1,107,107,South
1418,2023-01-15,Fries,Food,2,447,894,East
1419,2023-01-15,Sandwich,Food,4,189,756,West
1420,2023-01-15,Juice,Beverage,4,285,1140,East
1421,2023-01-15,Pizza,Food,4,277,1108,West
1422,2023-01-15,Pizza,Food,4,319,1276,North
1423,2023-01-15,Juice,Beverage,1,140,140,North
1424,2023-01-15,Pizza,Food,4,291,1164,North
1425,2023-01-15,Pepsi,Beverage,3,244,732,West
1426,2023-01-15,Pizza,Food,1,311,311,West
1427,2023-01-15,Burger,Food,1,319,319,West
1428,2023-01-15,Sandwich,Food,4,496,1984,South
1429,2023-01-15,Coke,Beverage,2,134,268,West
1430,2023-01-15,Pasta,Food,1,489,489,West
1431,2023-01-15,Sandwich,Food,2,470,940,South
1432,2023-01-15,Pizza,Food,4,296,1184,West
1433,2023-01-15,Fries,Food,3,109,327,South
1434,2023-01-15,Fries,Food,4,385,1540,North
1435,2023-01-15,Coke,Beverage,2,350,700,West
1436,2023-01-15,Pizza,Food,1,104,104,West
1437,2023-01-15,Pepsi,Beverage,3,388,1164,East
1438,2023-01-15,Pasta,Food,2,164,328,West
1439,2023-01-15,Pizza,Food,2,323,646,West
1440,2023-01-15,Pepsi,Beverage,3,276,828,West
1441,2023-01-15,Pizza,Food,3,440,1320,East
1442,2023-01-15,Pizza,Food,2,162,324,West
1443,2023-01-15,Fries,Food,1,441,441,North
1444,2023-01-15,Burger,Food,3,382,1146,West
1445,2023-01-15,Coke,Beverage,1,197,197,North
1446,2023-01-15,Pasta,Food,1,198,198,South
1447,2023-01-15,Coke,Beverage,3,484,1452,West
1448,2023-01-15,Fries,Food,1,410,410,South
1449,2023-01-15,Burger,Food,2,296,592,North
1450,2023-01-16,Pizza,Food,2,358,716,East
1451,2023-01-16,Coke,Beverage,1,122,122,North
1452,2023-01-16,Sandwich,Food,1,152,152,North
1453,2023-01-16,Pepsi,Beverage,1,301,301,East
1454,2023-01-16,Burger,Food,2,182,364,East
1455,2023-01-16,Burger,Food,1,184,184,North
1456,2023-01-16,Juice,Beverage,2,465,930,West
1457,2023-01-16,Juice,Beverage,1,150,150,West
1458,2023-01-16,Pizza,Food,1,304,304,West
1459,2023-01-16,Coke,Beverage,4,468,1872,West
1460,2023-01-16,Coke,Beverage,4,387,1548,East
1461,2023-01-16,Juice,Beverage,2,447,894,East
1462,2023-01-16,Sandwich,Food,3,171,513,South
1463,2023-01-16,Sandwich,Food,3,253,759,West
1464,2023-01-16,Juice,Beverage,2,261,522,North
1465,2023-01-16,Juice,Beverage,2,217,434,West
1466,2023-01-16,Pepsi,Beverage,3,478,1434,West
1467,2023-01-16,Pizza,Food,2,367,734,West
1468,2023-01-16,Pizza,Food,1,153,153,South
1469,2023-01-16,Burger,Food,4,488,1952,South
1470,2023-01-16,Burger,Food,2,321,642,North
1471,2023-01-16,Coke,Beverage,3,412,1236,South
1472,2023-01-16,Juice,Beverage,1,211,211,East
1473,2023-01-16,Sandwich,Food,3,402,1206,South
1474,2023-01-17,Pasta,Food,3,328,984,East
1475,2023-01-17,Pepsi,Beverage,1,497,497,North
1476,2023-01-17,Burger,Food,2,174,348,East
1477,2023-01-17,Pepsi,Beverage,3,202,606,West
1478,2023-01-17,Fries,Food,2,291,582,North
1479,2023-01-17,Pasta,Food,4,325,1300,East
1480,2023-01-17,Pepsi,Beverage,2,405,810,South
1481,2023-01-17,Sandwich,Food,2,437,874,West
1482,2023-01-17,Juice,Beverage,2,434,868,West
1483,2023-01-17,Fries,Food,3,407,1221,South
1484,2023-01-17,Fries,Food,1,265,265,East
1485,2023-01-17,Fries,Food,1,434,434,North
1486,2023-01-17,Burger,Food,4,129,516,South
1487,2023-01-17,Juice,Beverage,3,205,615,East
1488,2023-01-17,Sandwich,Food,3,180,540,East
1489,2023-01-17,Burger,Food,1,384,384,South
1490,2023-01-17,Pasta,Food,4,237,948,East
1491,2023-01-17,Pepsi,Beverage,4,429,1716,South
1492,2023-01-17,Burger,Food,1,439,439,South
1493,2023-01-17,Sandwich,Food,4,168,672,East
1494,2023-01-17,Burger,Food,2,361,722,North
1495,2023-01-17,Fries,Food,1,304,304,East
1496,2023-01-17,Pepsi,Beverage,2,334,668,South
1497,2023-01-17,Fries,Food,3,339,1017,South
1498,2023-01-17,Juice,Beverage,3,470,1410,South
1499,2023-01-17,Juice,Beverage,3,348,1044,North
1500,2023-01-17,Sandwich,Food,3,282,846,West
1501,2023-01-17,Juice,Beverage,4,194,776,North
1502,2023-01-17,Juice,Beverage,3,473,1419,West
1503,2023-01-17,Pizza,Food,4,107,428,West
1504,2023-01-17,Pizza,Food,4,459,1836,North
1505,2023-01-17,Sandwich,Food,4,283,1132,East
1506,2023-01-17,Coke,Beverage,1,294,294,North
1507,2023-01-17,Burger,Food,4,294,1176,East
1508,2023-01-17,Pepsi,Beverage,3,192,576,East
1509,2023-01-17,Sandwich,Food,4,160,640,North
1510,2023-01-17,Burger,Food,2,150,300,East
1511,2023-01-17,Coke,Beverage,3,376,1128,East
1512,2023-01-17,Fries,Food,1,191,191,South
1513,2023-01-17,Burger,Food,2,416,832,West
1514,2023-01-17,Pizza,Food,2,425,850,West
1515,2023-01-17,Juice,Beverage,1,232,232,West
1516,2023-01-18,Pizza,Food,4,445,1780,North
1517,2023-01-18,Pepsi,Beverage,2,133,266,South
